EMD,popid,Area,Simulator
0.002369653232054224,0,0,NEST-NEST
0.0021209767814123685,0,0,NEST-NEST
0.003833102258955139,0,0,NEST-NEST
0.0022230995971996674,0,0,NEST-NEST
0.007029584464774231,0,0,NEST-NEST
0.010886939474747554,0,0,NEST-NEST
0.0016811276401334273,0,0,NEST-NEST
0.0031063267805685065,0,0,NEST-NEST
0.007331155803434507,0,0,NEST-NEST
0.0032026458766438977,0,0,NEST-NEST
0.003977940529228633,0,0,NEST-NEST GPU
0.0033382805245079105,0,0,NEST-NEST GPU
0.006461794372307631,0,0,NEST-NEST GPU
0.0020495748249093667,0,0,NEST-NEST GPU
0.0024356605032136783,0,0,NEST-NEST GPU
0.005078539874927173,0,0,NEST-NEST GPU
0.0020251306577607764,0,0,NEST-NEST GPU
0.006618675042703164,0,0,NEST-NEST GPU
0.0025958016010031726,0,0,NEST-NEST GPU
0.0031108549945215317,0,0,NEST-NEST GPU
0.005434390121199564,1,0,NEST-NEST
0.0035343092795381606,1,0,NEST-NEST
0.0031125098531159393,1,0,NEST-NEST
0.003803094982135964,1,0,NEST-NEST
0.0025194811699658843,1,0,NEST-NEST
0.0040874073877455305,1,0,NEST-NEST
0.003657013970561199,1,0,NEST-NEST
0.004436205680612212,1,0,NEST-NEST
0.003616619022250479,1,0,NEST-NEST
0.004069398797382062,1,0,NEST-NEST
0.002934547704261531,1,0,NEST-NEST GPU
0.0062663808961000095,1,0,NEST-NEST GPU
0.004340196627313322,1,0,NEST-NEST GPU
0.0025926568454598628,1,0,NEST-NEST GPU
0.002274368259758757,1,0,NEST-NEST GPU
0.003809193083977933,1,0,NEST-NEST GPU
0.002805258531494359,1,0,NEST-NEST GPU
0.0033211003137648396,1,0,NEST-NEST GPU
0.004735761156416423,1,0,NEST-NEST GPU
0.0019720135815448096,1,0,NEST-NEST GPU
0.0015593594235784435,2,0,NEST-NEST
0.0030495300516447054,2,0,NEST-NEST
0.0008102623057604276,2,0,NEST-NEST
0.0011834912354618942,2,0,NEST-NEST
0.001238763292456517,2,0,NEST-NEST
0.0011867128270571085,2,0,NEST-NEST
0.0018050169280678947,2,0,NEST-NEST
0.0016547893844839794,2,0,NEST-NEST
0.0009860959123319285,2,0,NEST-NEST
0.0007197371051327647,2,0,NEST-NEST
0.001158419733888118,2,0,NEST-NEST GPU
0.0013397144225072257,2,0,NEST-NEST GPU
0.001209653293275045,2,0,NEST-NEST GPU
0.001426169516550148,2,0,NEST-NEST GPU
0.0015878127243954259,2,0,NEST-NEST GPU
0.0015683149375529239,2,0,NEST-NEST GPU
0.0006910610830106394,2,0,NEST-NEST GPU
0.0008708917188018018,2,0,NEST-NEST GPU
0.0011416585722521624,2,0,NEST-NEST GPU
0.0013124356456928024,2,0,NEST-NEST GPU
0.0018189141911699644,3,0,NEST-NEST
0.0019291655634295082,3,0,NEST-NEST
0.0029855586847557843,3,0,NEST-NEST
0.0019594128604803213,3,0,NEST-NEST
0.0031939294346765377,3,0,NEST-NEST
0.002623558673643213,3,0,NEST-NEST
0.004813620254588606,3,0,NEST-NEST
0.002794920153661614,3,0,NEST-NEST
0.0033821373223809066,3,0,NEST-NEST
0.0019259029121786067,3,0,NEST-NEST
0.0023373979148339497,3,0,NEST-NEST GPU
0.0023552910213556883,3,0,NEST-NEST GPU
0.0029722530987364767,3,0,NEST-NEST GPU
0.003992369299820572,3,0,NEST-NEST GPU
0.00298619064218896,3,0,NEST-NEST GPU
0.003043303237205102,3,0,NEST-NEST GPU
0.0025670540338746544,3,0,NEST-NEST GPU
0.0030476520840108314,3,0,NEST-NEST GPU
0.0021441948132765263,3,0,NEST-NEST GPU
0.003316990463732162,3,0,NEST-NEST GPU
0.0015715649958682107,4,0,NEST-NEST
0.0013869936670748585,4,0,NEST-NEST
0.0024586481492685037,4,0,NEST-NEST
0.0019998612656794575,4,0,NEST-NEST
0.0009856679942769724,4,0,NEST-NEST
0.0019369870314412591,4,0,NEST-NEST
0.0012829107791721504,4,0,NEST-NEST
0.0017982245550942464,4,0,NEST-NEST
0.0019040597761879293,4,0,NEST-NEST
0.001590394887655842,4,0,NEST-NEST
0.0010571767967095839,4,0,NEST-NEST GPU
0.0018407912328768736,4,0,NEST-NEST GPU
0.0021239826435155377,4,0,NEST-NEST GPU
0.0022970553808655193,4,0,NEST-NEST GPU
0.001385968631715494,4,0,NEST-NEST GPU
0.001578802707717365,4,0,NEST-NEST GPU
0.0013166639558243988,4,0,NEST-NEST GPU
0.003292869678619243,4,0,NEST-NEST GPU
0.0012268205531834825,4,0,NEST-NEST GPU
0.001363432554851356,4,0,NEST-NEST GPU
0.003715345090399279,5,0,NEST-NEST
0.007169110541545207,5,0,NEST-NEST
0.002797983831825896,5,0,NEST-NEST
0.00561970621019222,5,0,NEST-NEST
0.0037401887244912467,5,0,NEST-NEST
0.005333715726088999,5,0,NEST-NEST
0.00623507086361901,5,0,NEST-NEST
0.004727473452707231,5,0,NEST-NEST
0.004525305216726687,5,0,NEST-NEST
0.0032411614524858316,5,0,NEST-NEST
0.005451412182844135,5,0,NEST-NEST GPU
0.0044534660187407855,5,0,NEST-NEST GPU
0.003885223519004861,5,0,NEST-NEST GPU
0.004713021292856112,5,0,NEST-NEST GPU
0.005731861399394493,5,0,NEST-NEST GPU
0.003670734090037907,5,0,NEST-NEST GPU
0.0035436962722349154,5,0,NEST-NEST GPU
0.005742918010020989,5,0,NEST-NEST GPU
0.002934020440365435,5,0,NEST-NEST GPU
0.0027006347253609978,5,0,NEST-NEST GPU
0.0033086228364022775,6,0,NEST-NEST
0.006427605400705211,6,0,NEST-NEST
0.0027755616519351363,6,0,NEST-NEST
0.002341242747076388,6,0,NEST-NEST
0.002578064888288511,6,0,NEST-NEST
0.002315760948146751,6,0,NEST-NEST
0.003249128255203752,6,0,NEST-NEST
0.0027307638214995374,6,0,NEST-NEST
0.002904300848979282,6,0,NEST-NEST
0.0023451167940153504,6,0,NEST-NEST
0.0026305863669405793,6,0,NEST-NEST GPU
0.00529334350773152,6,0,NEST-NEST GPU
0.003643748730331439,6,0,NEST-NEST GPU
0.0029753250640764265,6,0,NEST-NEST GPU
0.006323168837711708,6,0,NEST-NEST GPU
0.004399689008754558,6,0,NEST-NEST GPU
0.0034697738375884584,6,0,NEST-NEST GPU
0.0029146333556886233,6,0,NEST-NEST GPU
0.003165811622064951,6,0,NEST-NEST GPU
0.0051381012097613515,6,0,NEST-NEST GPU
0.004208906499448678,7,0,NEST-NEST
0.005492737592106397,7,0,NEST-NEST
0.005894292176023285,7,0,NEST-NEST
0.010126763635494331,7,0,NEST-NEST
0.004342969543548701,7,0,NEST-NEST
0.005135286876960765,7,0,NEST-NEST
0.0036296735394848604,7,0,NEST-NEST
0.006407370770474576,7,0,NEST-NEST
0.004929823630807545,7,0,NEST-NEST
0.005367731408911185,7,0,NEST-NEST
0.0034536527556079223,7,0,NEST-NEST GPU
0.005028976304688862,7,0,NEST-NEST GPU
0.004648601500039156,7,0,NEST-NEST GPU
0.004053173498351194,7,0,NEST-NEST GPU
0.00441774117848219,7,0,NEST-NEST GPU
0.004688761284970607,7,0,NEST-NEST GPU
0.007407699825649663,7,0,NEST-NEST GPU
0.004767885219855021,7,0,NEST-NEST GPU
0.003459920776309723,7,0,NEST-NEST GPU
0.005763527293714474,7,0,NEST-NEST GPU
0.0035009978990107713,8,1,NEST-NEST
0.00174815630134412,8,1,NEST-NEST
0.0066926274963207385,8,1,NEST-NEST
0.0033030892197466024,8,1,NEST-NEST
0.0034552219078383354,8,1,NEST-NEST
0.004753860048438139,8,1,NEST-NEST
0.004978593758916854,8,1,NEST-NEST
0.004711530658904643,8,1,NEST-NEST
0.007654346037441138,8,1,NEST-NEST
0.0031334631843253874,8,1,NEST-NEST
0.005093842271754674,8,1,NEST-NEST GPU
0.007215415421236783,8,1,NEST-NEST GPU
0.003955799274361084,8,1,NEST-NEST GPU
0.002169384330119639,8,1,NEST-NEST GPU
0.0025212055998696547,8,1,NEST-NEST GPU
0.0037730601616607386,8,1,NEST-NEST GPU
0.005520091288395621,8,1,NEST-NEST GPU
0.004658212113907357,8,1,NEST-NEST GPU
0.0028322993796658464,8,1,NEST-NEST GPU
0.0030361282057258516,8,1,NEST-NEST GPU
0.003134123972114264,9,1,NEST-NEST
0.00470914668301336,9,1,NEST-NEST
0.004031786984158791,9,1,NEST-NEST
0.0043095305853257035,9,1,NEST-NEST
0.002167618800370083,9,1,NEST-NEST
0.006314124840285068,9,1,NEST-NEST
0.0028842302204289405,9,1,NEST-NEST
0.003678086339794061,9,1,NEST-NEST
0.0024917996734533697,9,1,NEST-NEST
0.0016399042940350341,9,1,NEST-NEST
0.003268354639564943,9,1,NEST-NEST GPU
0.003491092388654453,9,1,NEST-NEST GPU
0.0036043222192936987,9,1,NEST-NEST GPU
0.0030996941461069382,9,1,NEST-NEST GPU
0.0033261051922378036,9,1,NEST-NEST GPU
0.003169622920551748,9,1,NEST-NEST GPU
0.0038041607000116307,9,1,NEST-NEST GPU
0.005020306839184201,9,1,NEST-NEST GPU
0.002976263529719431,9,1,NEST-NEST GPU
0.0027529568332031,9,1,NEST-NEST GPU
0.0019554858247824627,10,1,NEST-NEST
0.0015908929902154227,10,1,NEST-NEST
0.001766899165400408,10,1,NEST-NEST
0.001585426326874511,10,1,NEST-NEST
0.001873792709300679,10,1,NEST-NEST
0.0015489511695034421,10,1,NEST-NEST
0.0022692418428426836,10,1,NEST-NEST
0.0014187180748491451,10,1,NEST-NEST
0.0012643284428600844,10,1,NEST-NEST
0.0011970886972539757,10,1,NEST-NEST
0.0015029312127404664,10,1,NEST-NEST GPU
0.0012865279362720265,10,1,NEST-NEST GPU
0.0014064090374544436,10,1,NEST-NEST GPU
0.0015328872873912678,10,1,NEST-NEST GPU
0.001317534921623171,10,1,NEST-NEST GPU
0.001120671679670382,10,1,NEST-NEST GPU
0.0021712542869756217,10,1,NEST-NEST GPU
0.0011375452281832377,10,1,NEST-NEST GPU
0.0024476697792203423,10,1,NEST-NEST GPU
0.002223803456940162,10,1,NEST-NEST GPU
0.0035481569046829876,11,1,NEST-NEST
0.00625247630183635,11,1,NEST-NEST
0.00379623160531695,11,1,NEST-NEST
0.005780027122539994,11,1,NEST-NEST
0.0023230616028997726,11,1,NEST-NEST
0.0029066892649689874,11,1,NEST-NEST
0.00450335467685451,11,1,NEST-NEST
0.004629992379485127,11,1,NEST-NEST
0.0033724462038207496,11,1,NEST-NEST
0.002923304618456961,11,1,NEST-NEST
0.00512376421503093,11,1,NEST-NEST GPU
0.005399399515293925,11,1,NEST-NEST GPU
0.002868095084190154,11,1,NEST-NEST GPU
0.005669061947890502,11,1,NEST-NEST GPU
0.0038851771805338076,11,1,NEST-NEST GPU
0.0034790966491627514,11,1,NEST-NEST GPU
0.005206043947799936,11,1,NEST-NEST GPU
0.0034042595577794504,11,1,NEST-NEST GPU
0.004873415186301965,11,1,NEST-NEST GPU
0.0032025686662618407,11,1,NEST-NEST GPU
0.003925985647974451,12,1,NEST-NEST
0.0022361583750596004,12,1,NEST-NEST
0.006270499626309217,12,1,NEST-NEST
0.005561220085057846,12,1,NEST-NEST
0.003370052201545908,12,1,NEST-NEST
0.0038990985398966796,12,1,NEST-NEST
0.001956804886982545,12,1,NEST-NEST
0.003019606919044828,12,1,NEST-NEST
0.0039251661661469425,12,1,NEST-NEST
0.0029455955704901517,12,1,NEST-NEST
0.004295161728728358,12,1,NEST-NEST GPU
0.004113830789715073,12,1,NEST-NEST GPU
0.004325478753974223,12,1,NEST-NEST GPU
0.0034318724025027753,12,1,NEST-NEST GPU
0.0024901473788384826,12,1,NEST-NEST GPU
0.003404077496201788,12,1,NEST-NEST GPU
0.00454931518403945,12,1,NEST-NEST GPU
0.002667688112558203,12,1,NEST-NEST GPU
0.0034408002768198417,12,1,NEST-NEST GPU
0.0024093437026692045,12,1,NEST-NEST GPU
0.004188148298485092,13,1,NEST-NEST
0.0049794821430113306,13,1,NEST-NEST
0.0044451365741479685,13,1,NEST-NEST
0.005012372533387313,13,1,NEST-NEST
0.00393915394271665,13,1,NEST-NEST
0.003120234305378585,13,1,NEST-NEST
0.0035481027041116705,13,1,NEST-NEST
0.0033705328962813502,13,1,NEST-NEST
0.0033221884321278546,13,1,NEST-NEST
0.0052758839015771076,13,1,NEST-NEST
0.004157541210431579,13,1,NEST-NEST GPU
0.007508105502860679,13,1,NEST-NEST GPU
0.004320111558741664,13,1,NEST-NEST GPU
0.004838546170794177,13,1,NEST-NEST GPU
0.004324112975380048,13,1,NEST-NEST GPU
0.003571657377582845,13,1,NEST-NEST GPU
0.005368819653205893,13,1,NEST-NEST GPU
0.006246891241594637,13,1,NEST-NEST GPU
0.00571700467263492,13,1,NEST-NEST GPU
0.0037695983353845685,13,1,NEST-NEST GPU
0.004268927622560408,14,1,NEST-NEST
0.003400293041416685,14,1,NEST-NEST
0.003655512040712504,14,1,NEST-NEST
0.003958629228537899,14,1,NEST-NEST
0.0038893372527434044,14,1,NEST-NEST
0.006762585971471218,14,1,NEST-NEST
0.007058774390810832,14,1,NEST-NEST
0.0037320826657674107,14,1,NEST-NEST
0.0036352083198679533,14,1,NEST-NEST
0.004115154574857557,14,1,NEST-NEST
0.003522956791616512,14,1,NEST-NEST GPU
0.004956598516913198,14,1,NEST-NEST GPU
0.005379061914189211,14,1,NEST-NEST GPU
0.0025604357695569063,14,1,NEST-NEST GPU
0.0044024594840427695,14,1,NEST-NEST GPU
0.0022112306535435828,14,1,NEST-NEST GPU
0.00901657343613186,14,1,NEST-NEST GPU
0.005732812125511038,14,1,NEST-NEST GPU
0.004021792479394787,14,1,NEST-NEST GPU
0.0027300717676541275,14,1,NEST-NEST GPU
0.0037346592377522406,15,1,NEST-NEST
0.006254520361083164,15,1,NEST-NEST
0.012049794763663486,15,1,NEST-NEST
0.01093067290666426,15,1,NEST-NEST
0.005389400901111113,15,1,NEST-NEST
0.004361822021361915,15,1,NEST-NEST
0.0027558650931664664,15,1,NEST-NEST
0.005751003180131023,15,1,NEST-NEST
0.004707752374201114,15,1,NEST-NEST
0.0036842532216472563,15,1,NEST-NEST
0.003232429985526272,15,1,NEST-NEST GPU
0.0060631048843109905,15,1,NEST-NEST GPU
0.010726570529284152,15,1,NEST-NEST GPU
0.0032980661000506246,15,1,NEST-NEST GPU
0.0055938280366521174,15,1,NEST-NEST GPU
0.004468826321427596,15,1,NEST-NEST GPU
0.005544357154968241,15,1,NEST-NEST GPU
0.00634797540663125,15,1,NEST-NEST GPU
0.004563830785809245,15,1,NEST-NEST GPU
0.005423137987422488,15,1,NEST-NEST GPU
0.007344666340350062,16,2,NEST-NEST
0.001857016895314019,16,2,NEST-NEST
0.005656650682625535,16,2,NEST-NEST
0.002147892687022984,16,2,NEST-NEST
0.005175736918465658,16,2,NEST-NEST
0.007269305942223565,16,2,NEST-NEST
0.0017850065355668548,16,2,NEST-NEST
0.0024179241036483227,16,2,NEST-NEST
0.0034711437321608917,16,2,NEST-NEST
0.004983564923317196,16,2,NEST-NEST
0.0046761684163988525,16,2,NEST-NEST GPU
0.002817480358448065,16,2,NEST-NEST GPU
0.0035370058612474694,16,2,NEST-NEST GPU
0.0036728419699357433,16,2,NEST-NEST GPU
0.005940996523505444,16,2,NEST-NEST GPU
0.005290709911195771,16,2,NEST-NEST GPU
0.00573651710467,16,2,NEST-NEST GPU
0.004216221720607834,16,2,NEST-NEST GPU
0.0033901007305694765,16,2,NEST-NEST GPU
0.0021949446463067953,16,2,NEST-NEST GPU
0.004515055384062643,17,2,NEST-NEST
0.002863095444525449,17,2,NEST-NEST
0.0025463807480017387,17,2,NEST-NEST
0.003654215898537366,17,2,NEST-NEST
0.0030639783068059233,17,2,NEST-NEST
0.003376933592163787,17,2,NEST-NEST
0.0033604251287144673,17,2,NEST-NEST
0.003619164790435867,17,2,NEST-NEST
0.004308907153273173,17,2,NEST-NEST
0.004628066256825648,17,2,NEST-NEST
0.004886977646594624,17,2,NEST-NEST GPU
0.0027826532464201035,17,2,NEST-NEST GPU
0.003206470246412749,17,2,NEST-NEST GPU
0.004608818178485493,17,2,NEST-NEST GPU
0.00304710483952077,17,2,NEST-NEST GPU
0.0016089454280654228,17,2,NEST-NEST GPU
0.002064979555056191,17,2,NEST-NEST GPU
0.0024429737133065317,17,2,NEST-NEST GPU
0.003566573563710253,17,2,NEST-NEST GPU
0.00290594537556204,17,2,NEST-NEST GPU
0.0014473777669295178,18,2,NEST-NEST
0.0012266996294876468,18,2,NEST-NEST
0.002889721898107922,18,2,NEST-NEST
0.0008447551918508969,18,2,NEST-NEST
0.0018493573791141475,18,2,NEST-NEST
0.0010849575597324905,18,2,NEST-NEST
0.0007915668973026416,18,2,NEST-NEST
0.0013406508628448536,18,2,NEST-NEST
0.0012266438856716759,18,2,NEST-NEST
0.0018672602268783771,18,2,NEST-NEST
0.0009410931031157456,18,2,NEST-NEST GPU
0.0008627488502068387,18,2,NEST-NEST GPU
0.0023742361657850207,18,2,NEST-NEST GPU
0.0021968830382969626,18,2,NEST-NEST GPU
0.0008930382589415878,18,2,NEST-NEST GPU
0.001693421396833877,18,2,NEST-NEST GPU
0.0013063181894861378,18,2,NEST-NEST GPU
0.0024510957212025095,18,2,NEST-NEST GPU
0.002801463638666613,18,2,NEST-NEST GPU
0.0019085392286669106,18,2,NEST-NEST GPU
0.0033132159375978756,19,2,NEST-NEST
0.002134466994907882,19,2,NEST-NEST
0.004352297201726479,19,2,NEST-NEST
0.005930283442451135,19,2,NEST-NEST
0.004392785806814134,19,2,NEST-NEST
0.0027012222272504347,19,2,NEST-NEST
0.004598266640755175,19,2,NEST-NEST
0.0041902655746056915,19,2,NEST-NEST
0.004751360504536236,19,2,NEST-NEST
0.003851414934916287,19,2,NEST-NEST
0.001927172911443731,19,2,NEST-NEST GPU
0.0022728681371326116,19,2,NEST-NEST GPU
0.005578938305659953,19,2,NEST-NEST GPU
0.002387730220111198,19,2,NEST-NEST GPU
0.005200053918148684,19,2,NEST-NEST GPU
0.006552403018803132,19,2,NEST-NEST GPU
0.0037524149990374213,19,2,NEST-NEST GPU
0.0031463397450566238,19,2,NEST-NEST GPU
0.005297223708260197,19,2,NEST-NEST GPU
0.002690783953522622,19,2,NEST-NEST GPU
0.005539364159322573,20,2,NEST-NEST
0.005950005932142298,20,2,NEST-NEST
0.0019912879362781076,20,2,NEST-NEST
0.0015886173738724751,20,2,NEST-NEST
0.0016618093398826437,20,2,NEST-NEST
0.0024050480336942916,20,2,NEST-NEST
0.0025258324117181136,20,2,NEST-NEST
0.003630762526600834,20,2,NEST-NEST
0.003880232275690005,20,2,NEST-NEST
0.003980212891612599,20,2,NEST-NEST
0.00592858383867236,20,2,NEST-NEST GPU
0.0029126303038076165,20,2,NEST-NEST GPU
0.0025326418158987413,20,2,NEST-NEST GPU
