2.644240915038201419e-03 1.650276452960774791e-03 7.179335668762913333e-03 1.207107584518646391e-03 3.216139788123037555e-03 2.713881737221909840e-03 1.848647279787283106e-03 2.682226818047547465e-03 2.542945173679969292e-03 5.058456084075457770e-03
1.065389795002244337e-02 1.278617387400875216e-02 1.020499775549906993e-02 1.362412090378569904e-02 1.076612299865333140e-02 9.935657638784956003e-03 1.081849468801443503e-02 1.145443663025579213e-02 1.377375430196017478e-02 1.657938051773158450e-02
7.312429852103306815e-03 1.308480259138751663e-02 1.952207083694418657e-02 5.846250017758981669e-03 1.110290252461390396e-02 1.319419779220606763e-02 1.401963430747151310e-02 7.879295892707553414e-03 8.886584170372186300e-03 1.250088794805852103e-02
8.240040916065213827e-03 1.827584247314880533e-02 1.238847530829109353e-02 1.281468432119105272e-02 1.093368187759286014e-02 1.478092856736944183e-02 1.108143433539812012e-02 1.869636869921008707e-02 1.823038017843946548e-02 1.682673182928908634e-02
6.097878495660538634e-02 2.771456123432988056e-02 3.517839922854381490e-02 5.993249758919957926e-02 6.246383799421406646e-02 8.391996142719385099e-02 5.199614271938273607e-02 3.317743490838963999e-02 3.745419479267107776e-02 3.747348119575710790e-02
6.596398770311817650e-02 8.357487922705322814e-02 5.735617039964868019e-02 5.636802810715858814e-02 4.822134387351777185e-02 7.435221783047857302e-02 3.726394378568295002e-02 5.340360122968827034e-02 3.976723759332463637e-02 4.046991655687302847e-02
2.391249558949544787e-02 1.717828519582634966e-02 1.335752810121479742e-02 2.352437118806386188e-02 2.662432582287414806e-02 2.343868138515044913e-02 1.957255910076117350e-02 1.678007964111099398e-02 1.752608498412222549e-02 1.666918695498768865e-02
3.229141028796453372e-02 3.694314545902039476e-02 4.799409303470335286e-02 4.762490770366713949e-02 3.792763967511689205e-02 4.371154319468372601e-02 4.216096480433179777e-02 5.067683977356636504e-02 5.057839035195689503e-02 5.220280580851589802e-02
2.220858652837465110e-03 4.968231032639902969e-03 4.602046673660465347e-03 1.654757427604419944e-03 4.746541042338869344e-03 2.098137408206573930e-03 1.761643672928103668e-03 1.929890540567224958e-03 2.723619880841665706e-03 3.178876110924161533e-03
1.645614035087713048e-02 1.331929824561400855e-02 1.533333333333342444e-02 1.636491228070176274e-02 8.329824561403544742e-03 1.382456140350882962e-02 1.930526315789470732e-02 1.269473684210515457e-02 1.962105263157903207e-02 1.696140350877188563e-02
1.767752487392663940e-02 3.628731089000946514e-02 4.197628458498028209e-02 3.717050565626284220e-02 1.292353823088444875e-02 2.512471037208678648e-02 1.435464086138736606e-02 1.496251874062966107e-02 2.230066784789414697e-02 1.863704511380675014e-02
2.360702213499088487e-02 2.634391015156465135e-02 1.668302257114822468e-02 1.958346963253718154e-02 2.625667866099684611e-02 3.729146221786065751e-02 3.119616181441506320e-02 2.900447061389175088e-02 4.480427434303808909e-02 2.301820957365617593e-02
1.919911945070475537e-02 3.538969547670213489e-02 2.806750877928609195e-02 4.361863829341148385e-02 3.186749829655628752e-02 3.409507835840456386e-02 2.254835159075430778e-02 1.640023062005350335e-02 2.745951045652288841e-02 2.498034488180722601e-02
1.383146335640964009e-01 5.368823108140363676e-02 8.180950107424204976e-02 6.832179517784667255e-02 5.378371926474094511e-02 1.618763428025780937e-01 8.300310336595836946e-02 8.436380997851511410e-02 5.469085700644535364e-02 5.972785867748869881e-02
1.159081463009157750e-02 2.328034081463010302e-02 8.551537822111323142e-03 1.173108894430590146e-02 2.797173732335831581e-02 1.002701579384874045e-02 1.163757273482959875e-02 1.019846217788859637e-02 1.103491271820450717e-02 1.100374064837907756e-02
