1.954324859572543691e-03 2.083257234461862936e-04 1.077256332690426600e-03 1.512331089092670095e-03 6.605791954323023997e-04 5.999035399433499515e-04 2.596820539172872591e-04 1.043735260704204380e-03 6.804329790286063606e-04 4.274011859897403694e-04
6.512046016369870370e-04 5.185253067999562489e-04 5.288207443090690721e-04 1.788396317679333833e-03 8.181177594068250085e-04 7.978143819991602654e-04 4.015921664876924879e-04 9.930263957567064207e-04 3.906073837669259618e-04 6.007230585739439278e-04
3.654057621317890418e-03 1.411162010648594730e-03 1.664425556618538997e-03 1.004584718115436245e-02 2.224967530278259675e-03 6.336819553375375733e-04 5.125179334233550882e-04 1.198708122111298655e-03 2.763653217597319533e-03 6.530824302121718446e-03
5.383638878994585287e-04 2.766016396525689393e-04 3.671872980134826452e-04 2.090242809215537862e-03 8.843004001599056186e-04 4.107331277834544306e-04 3.888284167527973362e-04 7.719530307371104752e-04 8.634740540364618626e-04 1.228909131440692349e-03
2.431587498223920438e-02 4.250644149741418520e-03 2.545675091220446842e-03 2.605560654805701842e-02 1.890863953287727842e-03 3.186245656781678398e-03 2.694298588445545248e-03 8.640046070290247765e-03 5.799261726428969060e-03 9.330996159225635536e-03
9.555425616369821271e-04 3.352968299471567994e-04 6.232011598220812271e-04 1.622950797376109542e-03 6.778745357378695080e-04 4.749043739976925214e-04 4.727669458275089850e-04 1.121920354940747792e-03 3.748661066868644873e-04 6.378346259608366504e-04
4.812449530434651391e-04 1.048270108513404335e-04 4.180512684929705994e-04 6.147885410393383408e-04 1.035972874784011092e-03 7.078891342238192996e-04 8.576051495545495163e-05 8.730189991230602551e-04 4.215140339454016686e-04 6.090664561071817669e-04
7.999656062912292734e-04 2.788411999471194580e-04 1.615865017824816893e-03 1.289520268716096195e-03 5.427509610701615429e-04 4.176447167792451715e-04 6.312071884422490583e-04 5.710458257197719139e-04 4.410526627614932472e-04 5.478188158949434498e-04
3.078079390223188889e-03 6.118463484095953194e-04 1.162096246919665319e-03 9.246960281366808357e-04 6.563049341273326925e-04 4.143871478323794778e-04 9.630884200413536607e-04 9.672935185599786318e-04 3.417431826516337105e-04 1.321993559889352368e-03
6.747385959625651353e-04 3.432835204039253016e-04 3.085968882542514135e-04 6.634853949136596159e-04 3.456997003446688529e-04 4.093213618693233315e-04 6.555098776289013844e-04 8.884011076963054671e-04 3.996146372645270227e-04 3.721447450665788881e-04
1.497500015492703174e-03 6.331950391038950604e-04 9.295304893364747956e-04 6.168917834086940465e-03 7.101599570203393072e-04 5.156705494413019999e-04 5.261278834854198451e-04 2.669423651368173570e-03 8.076337067093362172e-04 6.414976145931188976e-04
4.006401759636086602e-04 9.785275029024766928e-04 6.199363532703445860e-04 9.216507250353759076e-04 4.646827396047697426e-04 3.572361685479574713e-04 6.791827823123714218e-04 8.441494607231425640e-04 4.832833572277191268e-04 1.996098670513328098e-04
1.891813167015161945e-02 2.726670885076757592e-03 4.274570183058399274e-03 3.107255021417809539e-03 8.574283375588013633e-04 1.009942141708789669e-03 1.492727997944865315e-03 6.676705918739217309e-03 2.896284220261825543e-03 1.420699196845449323e-03
1.439513085123489541e-03 4.383599747556486291e-04 3.694576686599442103e-04 5.281074850384570888e-04 7.765221360997015803e-04 2.913342909649837414e-04 4.497435074744935866e-04 4.949177573076123365e-04 3.117052629955411008e-04 8.155796477821643676e-04
2.207903110624740426e-04 1.659975241802586231e-05 4.953882430656103038e-05 9.034607326497776244e-05 2.386143493812613108e-04 2.883670566842559614e-05 6.457257888483854732e-05 1.128129357756750643e-04 4.315112229981522748e-05 1.454670218708383736e-04
