2.963322500316542540e-02 4.097623770733981041e-02 6.872916051154355499e-02 4.710399696112776979e-01 2.803992740471864670e-02 9.807327058624919214e-02 1.645000633098380946e-02 3.059152492297302905e-01 1.904993035917782601e-02 6.456126282024218788e-02
1.345802783181203333e-01 1.058357025288042957e-01 2.193401167140504870e-01 1.748630854406703516e+00 1.745772856501570658e-01 5.996932515337423109e-01 5.714499476283094181e-02 8.868023342810114062e-01 1.228116115516981605e-01 2.065763878497680062e-01
4.538877917797319306e-01 3.579325727762227016e-01 9.719934078736131022e-01 7.128496739454727837e+00 7.908988875786721051e-01 2.642449600068194293e+00 1.098214158864562057e-01 3.734443860371944091e+00 5.268941707985850265e-01 1.190718456533166769e+00
1.179632891970222169e-01 7.637097232482825682e-02 1.977155196908562673e-01 1.401250213104506370e+00 1.959765869182248099e-01 5.257828038870260290e-01 3.081207023924541905e-02 8.706086264704211430e-01 1.100528499175996433e-01 2.369153833039721879e-01
1.631629701060752335e+00 5.541996142719383123e-01 1.239431051108967896e+00 1.504436837029893859e+01 2.085433944069431611e+00 4.509797492767599003e+00 6.304243008678880322e-01 4.115930568948890311e+00 1.112796528447444588e+00 1.959074252651880732e+00
2.294027228809838448e-01 2.049846288976724384e-01 4.156785243741764613e-01 3.112933684672815282e+00 3.315546772068515002e-01 1.047342995169082025e+00 8.427755819060162024e-02 1.584365393061045069e+00 2.791392182696531554e-01 4.363197189284147015e-01
7.365794646907608545e-02 2.788951056000806700e-02 8.134986642471897511e-02 1.382932607490297561e-01 9.201572659912296559e-02 6.967085034527947807e-02 1.776803266293658368e-02 3.321235949392611353e-01 6.164121175462476676e-02 1.773174051111447158e-01
2.428008860447942729e-01 2.030519320698989105e-01 5.056608417425547675e-01 3.192271720403642377e+00 3.316022643366972056e-01 1.157715973418655953e+00 1.288456805316265663e-01 2.217450159980309810e+00 1.730002461235541911e-01 3.503076544425299255e-01
3.133944300389933380e-02 2.202450466142798560e-02 1.446527186714431992e-02 2.978880069673996989e-01 2.712337443835246414e-02 5.768096435145791956e-02 1.380218127115472732e-02 5.790463371667225329e-02 5.271075394390398010e-03 1.709981987688299204e-02
4.672982456140332974e-02 7.101052631578921859e-02 8.621052631578922376e-02 5.844350877192980853e-01 5.228771929824559128e-02 1.428771929824561859e-01 5.984561403508784072e-02 2.213614035087719811e-01 3.106666666666675625e-02 4.832280701754384372e-02
1.496960610603788322e-01 3.061033119803734381e-01 4.334114760801416333e-01 4.292356548998228938e+00 2.771377947389940255e-01 1.024816682567807113e+00 3.543709963200218360e-01 1.520964972059424491e+00 1.767779746490390491e-01 3.806242333378765941e-01
7.138807109366479553e-02 1.114600370733835610e-01 1.178606476938173497e-01 1.077308908515974162e+00 1.013847999127689137e-01 2.515647148620653306e-01 7.853014938392784139e-02 4.300839603096719976e-01 4.479337040671701325e-02 1.210773089085163540e-01
3.500969652497509244e-01 1.320352219718011755e-01 1.291577126683786658e-01 2.555291157817495495e+00 2.210073903244406390e-01 4.518842706640808782e-01 1.604696262906860627e-01 4.347450075999790275e-01 1.505739294512290494e-01 1.969180774673717771e-02
2.092623537837192127e-01 1.951062306039627603e-01 1.948675101456194825e-01 1.900954881833373467e+00 1.116734304129863298e-01 4.644306517068512163e-01 1.673430412986394167e-01 8.493435187395558250e-01 2.986154213416088998e-01 2.039150155168298340e-01
1.438591022443886855e-02 5.013507896924363286e-03 3.284497090606810360e-02 9.445137157107276124e-03 2.110868661679132785e-02 1.597049044056525480e-02 3.823773898586912707e-03 6.427161263507895350e-02 1.733167082294261377e-02 4.075748129675811626e-02
1.379599086526261953e-01 3.494798274549605344e-01 2.367165693986297281e-01 1.910784064958132245e+00 9.555950266429860673e-02 4.532352194874399998e-01 1.420451662014720617e-01 9.237756914488709503e-01 8.028419182948484667e-02 2.089063689418928782e-01
6.078190776433278764e-01 8.043890283729446811e-01 1.538051460177826568e+00 3.006344741660845976e+00 6.114360145734618612e-01 1.871938534725237302e+00 1.814358257980480671e-01 5.835791818473562209e+00 9.469918637796614913e-02 4.489645668548130075e-01
3.449270512648909826e-01 4.403895060902150993e-01 1.034352830946325685e+00 4.156337839646633725e+00 4.026234774461247001e-01 1.353386427519743584e+00 1.331548654798553055e-01 3.971108285370097413e+00 9.784500066925427841e-02 2.365747557221254127e-01
1.340962022234845730e+00 7.621135275501095263e-01 2.432999269658362440e+00 1.224978495496226572e+01 1.915093727176823801e+00 3.633691065487300254e+00 3.577517649922908327e-01 1.170347115150531359e+01 6.414894911953260559e-01 1.009784549216911520e+00
3.272904325245476476e-01 3.288647244989045260e-01 8.260245070193945605e-01 3.195236549541507820e+00 4.495171630284831576e-01 1.181205875192728572e+00 2.352186967459223566e-01 3.426470826909032041e+00 1.215207335876004185e-01 2.433741783656575564e-01
1.250819260468328142e+00 1.243436499466382017e+00 2.881109925293490193e+00 3.823015255194927420e+01 1.188298072697595575e+00 5.546098311256199231e+00 8.374474229392931957e-01 1.611421307050034457e+01 1.202900370393621632e+00 5.359721263105029498e-01
4.678295682013152712e-01 5.208750357449242196e-01 1.328881898770374548e+00 6.906977409207891938e+00 8.021160995138691963e-01 1.836688590220188599e+00 3.073205604804117863e-01 5.719559622533600063e+00 2.306834429511009921e-01 4.957106090935086140e-01
5.452169367485626764e-03 2.743335075797179862e-02 7.315211709357029302e-02 6.227914270778892036e-02 2.837950862519602810e-02 4.282279142707791364e-02 1.316257187663357787e-02 3.948771562990069373e-02 5.336644014636697519e-02 4.350235232618922948e-02
6.393668623946895391e-01 1.009854480469747795e+00 1.997778912432984333e+00 8.102374266019911175e+00 8.965790145519529908e-01 3.536813888179728860e+00 4.207556803676282819e-01 8.286622415113606976e+00 2.884860862905280765e-01 4.281337758488643619e-01
3.182433518597691080e+00 7.684908080376228190e-01 1.056595126122274575e+00 2.977217614365113896e+00 3.276316374519025132e+00 2.744326635314236817e+00 2.916152201795638721e-01 1.337343480119709582e+01 1.890541256947413595e+00 2.079996579734929352e+00
1.179616830362556712e+00 2.399054201527830721e-01 1.738571601794593191e-01 1.009391293803807432e+00 1.042039529525887964e+00 9.269552564568930286e-01 1.092094094822362166e-01 4.983206014308235510e+00 7.458712259003275058e-01 7.631320480174609289e-01
